checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default,age_group,loan_to_income,risk_flag
< 0 DM,24,very good,furniture/appliances,2828,500 - 1000 DM,1 - 4 years,4,4,22,store,own,1,skilled,1,yes,0,Young,707.0,Normal
Missing,24,critical,business,4526,< 100 DM,1 - 4 years,3,2,74,none,own,1,management,1,yes,0,Senior,1508.6666666666667,Normal
1 - 200 DM,36,good,furniture/appliances,2671,100 - 500 DM,1 - 4 years,4,4,50,none,other,1,skilled,1,no,1,Middle Age,667.75,Normal
Missing,18,good,furniture/appliances,2051,< 100 DM,< 1 year,4,1,33,none,own,1,skilled,1,no,0,Adult,512.75,Normal
Missing,15,good,car,1300,Missing,> 7 years,4,4,45,bank,other,1,skilled,2,no,0,Middle Age,325.0,Normal
< 0 DM,12,good,furniture/appliances,741,100 - 500 DM,unemployed,4,3,22,none,own,1,skilled,1,no,1,Young,185.25,Normal
> 200 DM,10,good,car,1240,100 - 500 DM,> 7 years,1,4,48,none,other,1,unskilled,2,no,1,Middle Age,1240.0,Normal
< 0 DM,21,good,furniture/appliances,3357,> 1000 DM,< 1 year,4,2,29,bank,own,1,skilled,1,no,0,Adult,839.25,Normal
< 0 DM,24,very good,car,3632,< 100 DM,1 - 4 years,1,4,22,bank,rent,1,skilled,1,no,0,Young,3632.0,High Risk
Missing,18,poor,furniture/appliances,1808,< 100 DM,4 - 7 years,4,1,22,none,own,1,skilled,1,no,1,Young,452.0,Normal
1 - 200 DM,48,perfect,business,12204,Missing,1 - 4 years,2,2,48,bank,own,1,management,1,yes,0,Middle Age,6102.0,Normal
1 - 200 DM,60,poor,furniture/appliances,9157,Missing,1 - 4 years,2,2,27,none,other,1,management,1,no,0,Adult,4578.5,Normal
< 0 DM,6,critical,car,3676,< 100 DM,1 - 4 years,1,3,37,none,rent,3,skilled,2,no,0,Adult,3676.0,High Risk
1 - 200 DM,30,good,furniture/appliances,3441,100 - 500 DM,1 - 4 years,2,4,21,none,rent,1,skilled,1,no,1,Young,1720.5,Normal
Missing,12,good,car,640,< 100 DM,1 - 4 years,4,2,49,none,own,1,unskilled,1,no,0,Middle Age,160.0,Normal
1 - 200 DM,21,critical,business,3652,< 100 DM,4 - 7 years,2,3,27,none,own,2,skilled,1,no,0,Adult,1826.0,Normal
Missing,18,critical,car,1530,< 100 DM,1 - 4 years,3,2,32,bank,own,2,skilled,1,no,1,Adult,510.0,Normal
Missing,48,good,business,3914,Missing,1 - 4 years,4,2,38,bank,own,1,skilled,1,no,1,Adult,978.5,Normal
< 0 DM,12,good,furniture/appliances,1858,< 100 DM,< 1 year,4,1,22,none,rent,1,skilled,1,no,0,Young,464.5,High Risk
< 0 DM,18,good,furniture/appliances,2600,< 100 DM,1 - 4 years,4,4,65,none,other,2,skilled,1,no,1,Senior,650.0,High Risk
Missing,15,good,furniture/appliances,1979,Missing,> 7 years,4,2,35,none,own,1,skilled,1,no,0,Adult,494.75,Normal
> 200 DM,6,good,furniture/appliances,2116,< 100 DM,1 - 4 years,2,2,41,none,own,1,skilled,1,yes,0,Middle Age,1058.0,Normal
1 - 200 DM,9,very good,car,1437,100 - 500 DM,4 - 7 years,2,3,29,none,own,1,skilled,1,no,1,Adult,718.5,Normal
Missing,42,critical,furniture/appliances,4042,500 - 1000 DM,1 - 4 years,4,4,36,none,own,2,skilled,1,yes,0,Adult,1010.5,Normal
Missing,9,good,education,3832,Missing,> 7 years,1,4,64,none,own,1,unskilled,1,no,0,Senior,3832.0,Normal
< 0 DM,24,good,furniture/appliances,3660,< 100 DM,1 - 4 years,2,4,28,none,own,1,skilled,1,no,0,Adult,1830.0,High Risk
< 0 DM,18,very good,furniture/appliances,1553,< 100 DM,1 - 4 years,4,3,44,bank,own,1,skilled,1,no,1,Middle Age,388.25,High Risk
1 - 200 DM,15,good,furniture/appliances,1444,Missing,< 1 year,4,1,23,none,own,1,skilled,1,no,0,Young,361.0,Normal
Missing,9,good,furniture/appliances,1980,< 100 DM,< 1 year,2,2,19,none,rent,2,skilled,1,no,1,Young,990.0,Normal
1 - 200 DM,24,good,car,1355,< 100 DM,< 1 year,3,4,25,none,own,1,unskilled,1,yes,1,Young,451.6666666666667,Normal
Missing,12,good,education,1393,< 100 DM,> 7 years,4,4,47,bank,own,3,skilled,2,yes,0,Middle Age,348.25,Normal
Missing,24,good,furniture/appliances,1376,500 - 1000 DM,4 - 7 years,4,1,28,none,own,1,skilled,1,no,0,Adult,344.0,Normal
Missing,60,poor,furniture/appliances,15653,< 100 DM,4 - 7 years,2,4,21,none,own,2,skilled,1,yes,0,Young,7826.5,Normal
Missing,12,good,furniture/appliances,1493,< 100 DM,< 1 year,4,3,34,none,own,1,skilled,2,no,0,Adult,373.25,Normal
< 0 DM,42,poor,furniture/appliances,4370,< 100 DM,4 - 7 years,3,2,26,bank,own,2,skilled,2,yes,1,Adult,1456.6666666666667,High Risk
< 0 DM,18,good,education,750,< 100 DM,unemployed,4,1,27,none,own,1,unemployed,1,no,1,Adult,187.5,High Risk
1 - 200 DM,15,good,renovations,1308,< 100 DM,> 7 years,4,4,38,none,own,2,unskilled,1,no,0,Adult,327.0,Normal
Missing,15,good,education,4623,100 - 500 DM,1 - 4 years,3,2,40,none,own,1,management,1,yes,1,Adult,1541.0,Normal
Missing,24,critical,furniture/appliances,1851,< 100 DM,4 - 7 years,4,2,33,none,own,2,skilled,1,yes,0,Adult,462.75,Normal
< 0 DM,18,critical,furniture/appliances,1880,< 100 DM,4 - 7 years,4,1,32,none,own,2,management,1,yes,0,Adult,470.0,High Risk
Missing,36,poor,business,7980,Missing,< 1 year,4,4,27,none,rent,2,skilled,1,yes,1,Adult,1995.0,Normal
< 0 DM,30,perfect,furniture/appliances,4583,< 100 DM,1 - 4 years,2,2,32,none,own,2,skilled,1,no,0,Adult,2291.5,High Risk
Missing,12,good,car,1386,500 - 1000 DM,1 - 4 years,2,2,26,none,own,1,skilled,1,no,1,Adult,693.0,Normal
> 200 DM,24,good,car,947,< 100 DM,4 - 7 years,4,3,38,bank,other,1,skilled,2,no,1,Adult,236.75,Normal
< 0 DM,12,good,education,684,< 100 DM,1 - 4 years,4,4,40,none,rent,1,unskilled,2,no,1,Adult,171.0,High Risk
< 0 DM,48,good,education,7476,< 100 DM,4 - 7 years,4,1,50,none,other,1,management,1,yes,0,Middle Age,1869.0,High Risk
1 - 200 DM,12,good,furniture/appliances,1922,< 100 DM,1 - 4 years,4,2,37,none,own,1,unskilled,1,no,1,Adult,480.5,Normal
< 0 DM,24,good,car,2303,< 100 DM,> 7 years,4,1,45,none,own,1,skilled,1,no,1,Middle Age,575.75,High Risk
1 - 200 DM,36,poor,car,8086,100 - 500 DM,> 7 years,2,4,42,none,own,4,management,1,yes,1,Middle Age,4043.0,Normal
Missing,24,critical,car,2346,< 100 DM,4 - 7 years,4,3,35,none,own,2,skilled,1,yes,0,Adult,586.5,Normal
< 0 DM,14,good,car,3973,< 100 DM,unemployed,1,4,22,none,other,1,skilled,1,no,0,Young,3973.0,High Risk
1 - 200 DM,12,good,car,888,< 100 DM,> 7 years,4,4,41,bank,own,1,unskilled,2,no,1,Middle Age,222.0,Normal
Missing,48,good,furniture/appliances,10222,Missing,4 - 7 years,4,3,37,store,own,1,skilled,1,yes,0,Adult,2555.5,Normal
1 - 200 DM,30,perfect,business,4221,< 100 DM,1 - 4 years,2,1,28,none,own,2,skilled,1,no,0,Adult,2110.5,Normal
1 - 200 DM,18,critical,furniture/appliances,6361,< 100 DM,> 7 years,2,1,41,none,own,1,skilled,1,yes,0,Middle Age,3180.5,Normal
> 200 DM,12,good,furniture/appliances,1297,< 100 DM,1 - 4 years,3,4,23,none,rent,1,skilled,1,no,0,Young,432.3333333333333,Normal
< 0 DM,12,good,car,900,Missing,1 - 4 years,4,2,23,none,own,1,skilled,1,no,1,Young,225.0,Normal
Missing,21,good,furniture/appliances,2241,< 100 DM,> 7 years,4,2,50,none,own,2,skilled,1,no,0,Middle Age,560.25,Normal
1 - 200 DM,6,poor,furniture/appliances,1050,< 100 DM,unemployed,4,1,35,store,own,2,management,1,yes,0,Adult,262.5,Normal
> 200 DM,6,critical,education,1047,< 100 DM,1 - 4 years,2,4,50,none,own,1,unskilled,1,no,0,Middle Age,523.5,Normal
Missing,24,critical,car0,6314,< 100 DM,unemployed,4,2,27,bank,own,2,management,1,yes,0,Adult,1578.5,Normal
1 - 200 DM,30,very good,furniture/appliances,3496,> 1000 DM,1 - 4 years,4,2,34,store,own,1,skilled,2,yes,0,Adult,874.0,Normal
Missing,48,very good,business,3609,< 100 DM,1 - 4 years,1,1,27,store,own,1,skilled,1,no,0,Adult,3609.0,Normal
< 0 DM,12,critical,car,4843,< 100 DM,> 7 years,3,4,43,none,rent,2,skilled,1,yes,1,Middle Age,1614.3333333333333,High Risk
> 200 DM,30,critical,furniture/appliances,3017,< 100 DM,> 7 years,4,4,47,none,own,1,skilled,1,no,0,Middle Age,754.25,Normal
Missing,24,critical,business,4139,100 - 500 DM,1 - 4 years,3,3,27,none,own,2,unskilled,1,yes,0,Adult,1379.6666666666667,Normal
Missing,36,good,business,5742,100 - 500 DM,4 - 7 years,2,2,31,none,own,2,skilled,1,yes,0,Adult,2871.0,Normal
Missing,60,good,car,10366,< 100 DM,> 7 years,2,4,42,none,own,1,management,1,yes,0,Middle Age,5183.0,Normal
Missing,6,critical,car,2080,500 - 1000 DM,1 - 4 years,1,2,24,none,own,1,skilled,1,no,0,Young,2080.0,Normal
Missing,21,poor,business,2580,500 - 1000 DM,< 1 year,4,2,41,bank,own,1,unskilled,2,no,1,Middle Age,645.0,Normal
Missing,30,critical,furniture/appliances,4530,< 100 DM,4 - 7 years,4,4,26,none,rent,1,management,1,yes,0,Adult,1132.5,Normal
Missing,24,critical,furniture/appliances,5150,< 100 DM,> 7 years,4,4,33,none,own,1,skilled,1,yes,0,Adult,1287.5,Normal
1 - 200 DM,72,good,furniture/appliances,5595,100 - 500 DM,1 - 4 years,2,2,24,none,own,1,skilled,1,no,1,Young,2797.5,Normal
< 0 DM,24,good,furniture/appliances,2384,< 100 DM,> 7 years,4,4,64,bank,rent,1,unskilled,1,no,0,Senior,596.0,High Risk
Missing,18,good,furniture/appliances,1453,< 100 DM,< 1 year,3,1,26,none,own,1,skilled,1,no,0,Adult,484.3333333333333,Normal
Missing,6,good,education,1538,< 100 DM,< 1 year,1,2,56,none,own,1,skilled,1,no,0,Middle Age,1538.0,Normal
Missing,12,good,furniture/appliances,2279,Missing,1 - 4 years,4,4,37,none,other,1,skilled,1,yes,0,Adult,569.75,Normal
Missing,15,poor,furniture/appliances,1478,< 100 DM,1 - 4 years,4,3,33,bank,own,2,skilled,1,no,0,Adult,369.5,Normal
Missing,24,critical,furniture/appliances,5103,< 100 DM,< 1 year,3,3,47,none,other,3,skilled,1,yes,0,Middle Age,1701.0,Normal
1 - 200 DM,36,poor,business,9857,100 - 500 DM,4 - 7 years,1,3,31,none,own,2,unskilled,2,yes,0,Adult,9857.0,Normal
Missing,60,good,car,6527,Missing,1 - 4 years,4,4,34,none,other,1,skilled,2,yes,0,Adult,1631.75,Normal
> 200 DM,10,critical,furniture/appliances,1347,Missing,4 - 7 years,4,2,27,none,own,2,skilled,1,yes,0,Adult,336.75,Normal
1 - 200 DM,36,poor,car,2862,100 - 500 DM,> 7 years,4,3,30,none,other,1,skilled,1,no,0,Adult,715.5,Normal
Missing,9,good,furniture/appliances,2753,100 - 500 DM,> 7 years,3,4,35,none,own,1,skilled,1,yes,0,Adult,917.6666666666666,Normal
< 0 DM,12,good,car,3651,> 1000 DM,1 - 4 years,1,3,31,none,own,1,skilled,2,no,0,Adult,3651.0,Normal
< 0 DM,15,critical,furniture/appliances,975,< 100 DM,1 - 4 years,2,3,25,none,own,2,skilled,1,no,0,Young,487.5,High Risk
1 - 200 DM,15,good,renovations,2631,100 - 500 DM,1 - 4 years,3,2,25,none,own,1,unskilled,1,no,0,Young,877.0,Normal
1 - 200 DM,24,good,furniture/appliances,2896,100 - 500 DM,< 1 year,2,1,29,none,own,1,skilled,1,no,0,Adult,1448.0,Normal
< 0 DM,6,critical,car,4716,Missing,< 1 year,1,3,44,none,own,2,unskilled,2,no,0,Middle Age,4716.0,Normal
Missing,24,good,furniture/appliances,2284,< 100 DM,4 - 7 years,4,2,28,none,own,1,skilled,1,yes,0,Adult,571.0,Normal
Missing,6,good,car,1236,500 - 1000 DM,1 - 4 years,2,4,50,none,rent,1,skilled,1,no,0,Middle Age,618.0,Normal
1 - 200 DM,12,good,furniture/appliances,1103,< 100 DM,4 - 7 years,4,3,29,none,own,2,skilled,1,no,0,Adult,275.75,Normal
Missing,12,critical,car,926,< 100 DM,unemployed,1,2,38,none,own,1,unemployed,1,no,0,Adult,926.0,Normal
Missing,18,critical,furniture/appliances,1800,< 100 DM,1 - 4 years,4,2,24,none,own,2,skilled,1,no,0,Young,450.0,Normal
> 200 DM,15,good,education,1905,< 100 DM,> 7 years,4,4,40,none,rent,1,management,1,yes,0,Adult,476.25,Normal
Missing,12,good,furniture/appliances,1123,500 - 1000 DM,1 - 4 years,4,4,29,none,rent,1,unskilled,1,no,1,Adult,280.75,Normal
< 0 DM,48,critical,car,6331,< 100 DM,> 7 years,4,4,46,none,other,2,skilled,1,yes,1,Middle Age,1582.75,High Risk
> 200 DM,24,good,furniture/appliances,1377,100 - 500 DM,> 7 years,4,2,47,none,other,1,skilled,1,yes,0,Middle Age,344.25,Normal
1 - 200 DM,30,poor,business,2503,100 - 500 DM,> 7 years,4,2,41,store,own,2,skilled,1,no,0,Middle Age,625.75,Normal
1 - 200 DM,27,good,business,2528,< 100 DM,< 1 year,4,1,32,none,own,1,skilled,2,yes,0,Adult,632.0,Normal
Missing,15,good,car,5324,500 - 1000 DM,> 7 years,1,4,35,none,other,1,skilled,1,no,0,Adult,5324.0,Normal
1 - 200 DM,48,good,car,6560,100 - 500 DM,4 - 7 years,3,2,24,none,own,1,skilled,1,no,1,Young,2186.6666666666665,Normal
1 - 200 DM,12,perfect,furniture/appliances,2969,< 100 DM,< 1 year,4,3,25,none,rent,2,skilled,1,no,1,Young,742.25,Normal
1 - 200 DM,9,good,furniture/appliances,1206,< 100 DM,> 7 years,4,4,25,none,own,1,skilled,1,no,0,Young,301.5,Normal
1 - 200 DM,9,good,furniture/appliances,2118,< 100 DM,1 - 4 years,2,2,37,none,own,1,unskilled,2,no,0,Adult,1059.0,Normal
Missing,18,critical,furniture/appliances,629,500 - 1000 DM,> 7 years,4,3,32,bank,own,2,management,1,yes,0,Adult,157.25,Normal
< 0 DM,6,very good,education,1198,< 100 DM,> 7 years,4,4,35,none,other,1,skilled,1,no,1,Adult,299.5,High Risk
Missing,21,good,car,2476,Missing,> 7 years,4,4,46,none,own,1,management,1,yes,0,Middle Age,619.0,Normal
< 0 DM,9,critical,furniture/appliances,1138,< 100 DM,1 - 4 years,4,4,25,none,own,2,unskilled,1,no,0,Young,284.5,High Risk
1 - 200 DM,60,good,car,14027,< 100 DM,4 - 7 years,4,2,27,none,own,1,management,1,yes,1,Adult,3506.75,Normal
Missing,30,critical,car,7596,Missing,> 7 years,1,4,63,none,own,2,skilled,1,no,0,Senior,7596.0,Normal
Missing,30,critical,furniture/appliances,3077,Missing,> 7 years,3,2,40,none,own,2,skilled,2,yes,0,Adult,1025.6666666666667,Normal
Missing,18,good,furniture/appliances,1505,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,0,Adult,376.25,Normal
> 200 DM,24,critical,furniture/appliances,3148,Missing,1 - 4 years,3,2,31,none,own,2,skilled,1,yes,0,Adult,1049.3333333333333,Normal
1 - 200 DM,20,perfect,car,6148,100 - 500 DM,> 7 years,3,4,31,bank,own,2,skilled,1,yes,0,Adult,2049.3333333333335,Normal
> 200 DM,9,perfect,furniture/appliances,1337,< 100 DM,< 1 year,4,2,34,none,own,2,management,1,yes,1,Adult,334.25,Normal
1 - 200 DM,6,very good,education,433,> 1000 DM,< 1 year,4,2,24,bank,rent,1,skilled,2,no,1,Young,108.25,Normal
< 0 DM,12,good,car,1228,< 100 DM,1 - 4 years,4,2,24,none,own,1,unskilled,1,no,1,Young,307.0,High Risk
1 - 200 DM,9,good,furniture/appliances,790,500 - 1000 DM,1 - 4 years,4,3,66,none,own,1,unskilled,1,no,0,Senior,197.5,Normal
Missing,27,good,car,2570,< 100 DM,1 - 4 years,3,3,21,none,rent,1,skilled,1,no,1,Young,856.6666666666666,Normal
Missing,6,critical,car,250,> 1000 DM,1 - 4 years,2,2,41,bank,own,2,unskilled,1,no,0,Middle Age,125.0,Normal
Missing,15,critical,furniture/appliances,1316,500 - 1000 DM,1 - 4 years,2,2,47,none,own,2,unskilled,1,no,0,Middle Age,658.0,Normal
< 0 DM,18,good,furniture/appliances,1882,< 100 DM,1 - 4 years,4,4,25,bank,rent,2,skilled,1,no,1,Young,470.5,High Risk
1 - 200 DM,48,very good,business,6416,< 100 DM,> 7 years,4,3,59,none,rent,1,skilled,1,no,1,Middle Age,1604.0,Normal
> 200 DM,24,critical,business,1275,> 1000 DM,1 - 4 years,2,4,36,none,own,2,skilled,1,yes,0,Adult,637.5,Normal
1 - 200 DM,24,poor,furniture/appliances,6403,< 100 DM,< 1 year,1,2,33,none,own,1,skilled,1,no,0,Adult,6403.0,Normal
< 0 DM,24,good,furniture/appliances,1987,< 100 DM,1 - 4 years,2,4,21,none,rent,1,unskilled,2,no,1,Young,993.5,High Risk
1 - 200 DM,8,good,furniture/appliances,760,< 100 DM,4 - 7 years,4,2,44,none,own,1,unskilled,1,no,0,Middle Age,190.0,Normal
Missing,24,good,car,2603,> 1000 DM,1 - 4 years,2,4,28,none,rent,1,skilled,1,yes,0,Adult,1301.5,Normal
Missing,4,critical,car,3380,< 100 DM,4 - 7 years,1,1,37,none,own,1,skilled,2,no,0,Adult,3380.0,Normal
1 - 200 DM,36,very good,furniture/appliances,3990,Missing,< 1 year,3,2,29,bank,own,1,unemployed,1,no,0,Adult,1330.0,Normal
1 - 200 DM,24,good,car,11560,< 100 DM,1 - 4 years,1,4,23,none,rent,2,management,1,no,1,Young,11560.0,Normal
< 0 DM,18,good,car,4380,100 - 500 DM,1 - 4 years,3,4,35,none,own,1,unskilled,2,yes,0,Adult,1460.0,Normal
Missing,6,critical,car,6761,< 100 DM,4 - 7 years,1,3,45,none,own,2,management,2,yes,0,Middle Age,6761.0,Normal
1 - 200 DM,30,perfect,business,4280,100 - 500 DM,1 - 4 years,4,4,26,none,rent,2,unskilled,1,no,1,Adult,1070.0,Normal
< 0 DM,24,very good,car,2325,100 - 500 DM,4 - 7 years,2,3,32,bank,own,1,skilled,1,no,0,Adult,1162.5,Normal
1 - 200 DM,10,very good,furniture/appliances,1048,< 100 DM,1 - 4 years,4,4,23,store,own,1,unskilled,1,no,0,Young,262.0,Normal
Missing,21,good,furniture/appliances,3160,Missing,> 7 years,4,3,41,none,own,1,skilled,1,yes,0,Middle Age,790.0,Normal
< 0 DM,24,very good,furniture/appliances,2483,500 - 1000 DM,1 - 4 years,4,4,22,store,own,1,skilled,1,yes,0,Young,620.75,Normal
< 0 DM,39,critical,furniture/appliances,14179,Missing,4 - 7 years,4,4,30,none,own,2,management,1,yes,0,Adult,3544.75,Normal
< 0 DM,13,critical,business,1797,< 100 DM,< 1 year,3,1,28,bank,own,2,unskilled,1,no,0,Adult,599.0,High Risk
< 0 DM,15,good,car,2511,< 100 DM,unemployed,1,4,23,none,rent,1,skilled,1,no,0,Young,2511.0,High Risk
< 0 DM,12,good,car,1274,< 100 DM,< 1 year,3,1,37,none,own,1,unskilled,1,no,1,Adult,424.6666666666667,High Risk
Missing,21,good,car,5248,Missing,1 - 4 years,1,3,26,none,own,1,skilled,1,no,0,Adult,5248.0,Normal
Missing,15,good,car,3029,< 100 DM,4 - 7 years,2,2,33,none,own,1,skilled,1,no,0,Adult,1514.5,Normal
< 0 DM,6,good,furniture/appliances,428,< 100 DM,> 7 years,2,1,49,bank,own,1,skilled,1,yes,0,Middle Age,214.0,High Risk
< 0 DM,18,good,car,976,< 100 DM,< 1 year,1,2,23,none,own,1,unskilled,1,no,1,Young,976.0,High Risk
1 - 200 DM,12,good,business,841,100 - 500 DM,4 - 7 years,2,4,23,none,rent,1,unskilled,1,no,0,Young,420.5,Normal
Missing,30,critical,furniture/appliances,5771,< 100 DM,4 - 7 years,4,2,25,none,own,2,skilled,1,no,0,Young,1442.75,Normal
Missing,12,poor,renovations,1555,> 1000 DM,> 7 years,4,4,55,none,other,2,skilled,2,no,1,Middle Age,388.75,Normal
< 0 DM,24,good,car,1285,Missing,4 - 7 years,4,4,32,none,rent,1,skilled,1,no,1,Adult,321.25,Normal
> 200 DM,6,critical,car,1299,< 100 DM,1 - 4 years,1,1,74,none,own,3,unemployed,2,no,0,Senior,1299.0,Normal
> 200 DM,15,critical,furniture/appliances,1271,Missing,1 - 4 years,3,4,39,none,other,2,skilled,1,yes,1,Adult,423.6666666666667,Normal
Missing,24,good,car,1393,< 100 DM,1 - 4 years,2,2,31,none,own,1,skilled,1,yes,0,Adult,696.5,Normal
< 0 DM,12,critical,car,691,< 100 DM,> 7 years,4,3,35,none,own,2,skilled,1,no,1,Adult,172.75,High Risk
Missing,15,critical,car,5045,Missing,> 7 years,1,4,59,none,own,1,skilled,1,yes,0,Middle Age,5045.0,Normal
< 0 DM,18,critical,furniture/appliances,2124,< 100 DM,1 - 4 years,4,4,24,none,rent,2,skilled,1,no,1,Young,531.0,High Risk
< 0 DM,12,good,furniture/appliances,2214,< 100 DM,1 - 4 years,4,3,24,none,own,1,unskilled,1,no,0,Young,553.5,High Risk
Missing,21,critical,car,12680,Missing,> 7 years,4,4,30,none,other,1,management,1,yes,1,Adult,3170.0,Normal
Missing,24,critical,car,2463,100 - 500 DM,4 - 7 years,4,3,27,none,own,2,skilled,1,yes,0,Adult,615.75,Normal
1 - 200 DM,12,good,furniture/appliances,1155,< 100 DM,> 7 years,3,3,40,bank,own,2,unskilled,1,no,0,Adult,385.0,Normal
< 0 DM,30,good,furniture/appliances,3108,< 100 DM,< 1 year,2,4,31,none,own,1,unskilled,1,no,1,Adult,1554.0,High Risk
Missing,10,good,car,2901,Missing,< 1 year,1,4,31,none,rent,1,skilled,1,no,0,Adult,2901.0,Normal
1 - 200 DM,12,critical,furniture/appliances,3617,< 100 DM,> 7 years,1,4,28,none,rent,3,skilled,1,yes,0,Adult,3617.0,Normal
Missing,12,critical,furniture/appliances,1655,< 100 DM,> 7 years,2,4,63,none,own,2,unskilled,1,yes,0,Senior,827.5,Normal
< 0 DM,24,good,car,2812,Missing,> 7 years,2,4,26,none,rent,1,skilled,1,no,0,Adult,1406.0,Normal
< 0 DM,36,critical,education,8065,< 100 DM,1 - 4 years,3,2,25,none,own,2,management,1,yes,1,Young,2688.3333333333335,High Risk
Missing,21,critical,car,3275,< 100 DM,> 7 years,1,4,36,none,own,1,management,1,yes,0,Adult,3275.0,Normal
Missing,24,critical,furniture/appliances,2223,100 - 500 DM,> 7 years,4,4,52,bank,own,2,skilled,1,no,0,Middle Age,555.75,Normal
> 200 DM,12,critical,car,1480,500 - 1000 DM,unemployed,2,4,66,bank,other,3,unemployed,1,no,0,Senior,740.0,Normal
< 0 DM,24,good,car,1371,Missing,1 - 4 years,4,4,25,none,rent,1,skilled,1,no,1,Young,342.75,Normal
Missing,36,critical,car,3535,< 100 DM,4 - 7 years,4,4,37,none,own,2,skilled,1,yes,0,Adult,883.75,Normal
< 0 DM,18,good,furniture/appliances,3509,< 100 DM,4 - 7 years,4,1,25,none,own,1,skilled,1,no,0,Young,877.25,High Risk
Missing,36,critical,car,5711,> 1000 DM,> 7 years,4,2,38,none,own,2,management,1,yes,0,Adult,1427.75,Normal
1 - 200 DM,18,good,renovations,3872,< 100 DM,unemployed,2,4,67,none,own,1,skilled,1,yes,0,Senior,1936.0,Normal
1 - 200 DM,39,critical,furniture/appliances,4933,< 100 DM,4 - 7 years,2,2,25,none,own,2,skilled,1,no,1,Young,2466.5,Normal
Missing,24,critical,car,1940,> 1000 DM,> 7 years,4,4,60,none,own,1,skilled,1,yes,0,Middle Age,485.0,Normal
1 - 200 DM,12,perfect,education,1410,< 100 DM,1 - 4 years,2,2,31,none,own,1,unskilled,1,yes,0,Adult,705.0,Normal
1 - 200 DM,12,good,car,836,100 - 500 DM,< 1 year,4,2,23,bank,own,1,unskilled,1,no,1,Young,209.0,Normal
1 - 200 DM,20,good,car,6468,Missing,unemployed,1,4,60,none,own,1,management,1,yes,0,Middle Age,6468.0,Normal
1 - 200 DM,18,good,business,1941,> 1000 DM,1 - 4 years,4,2,35,none,own,1,unskilled,1,yes,0,Adult,485.25,Normal
Missing,22,good,furniture/appliances,2675,500 - 1000 DM,> 7 years,3,4,40,none,own,1,skilled,1,no,0,Adult,891.6666666666666,Normal
Missing,48,critical,car,2751,Missing,> 7 years,4,3,38,none,own,2,skilled,2,yes,0,Adult,687.75,Normal
1 - 200 DM,48,poor,education,6224,< 100 DM,> 7 years,4,4,50,none,other,1,skilled,1,no,1,Middle Age,1556.0,Normal
< 0 DM,40,critical,education,5998,< 100 DM,1 - 4 years,4,3,27,bank,own,1,skilled,1,yes,1,Adult,1499.5,High Risk
1 - 200 DM,21,good,business,1188,< 100 DM,> 7 years,2,4,39,none,own,1,skilled,2,no,1,Adult,594.0,Normal
Missing,24,good,car,6313,Missing,> 7 years,3,4,41,none,own,1,management,2,yes,0,Middle Age,2104.3333333333335,Normal
Missing,6,critical,furniture/appliances,1221,Missing,1 - 4 years,1,2,27,none,own,2,skilled,1,no,0,Adult,1221.0,Normal
> 200 DM,24,good,furniture/appliances,2892,< 100 DM,> 7 years,3,4,51,none,other,1,skilled,1,no,0,Middle Age,964.0,Normal
Missing,24,good,furniture/appliances,3062,500 - 1000 DM,> 7 years,4,3,32,none,rent,1,skilled,1,yes,0,Adult,765.5,Normal
Missing,9,good,furniture/appliances,2301,100 - 500 DM,< 1 year,2,4,22,none,rent,1,skilled,1,no,0,Young,1150.5,Normal
< 0 DM,18,good,car,7511,Missing,> 7 years,1,4,51,none,other,1,skilled,2,yes,1,Middle Age,7511.0,Normal
Missing,12,critical,furniture/appliances,1258,< 100 DM,< 1 year,2,4,22,none,rent,2,unskilled,1,no,0,Young,629.0,Normal
Missing,24,poor,car,717,Missing,> 7 years,4,4,54,none,own,2,skilled,1,yes,0,Middle Age,179.25,Normal
1 - 200 DM,9,good,car,1549,Missing,< 1 year,4,2,35,none,own,1,unemployed,1,no,0,Adult,387.25,Normal
Missing,24,critical,education,1597,< 100 DM,> 7 years,4,4,54,none,other,2,skilled,2,no,0,Middle Age,399.25,Normal
1 - 200 DM,18,critical,furniture/appliances,1795,< 100 DM,> 7 years,3,4,48,bank,rent,2,unskilled,1,yes,0,Middle Age,598.3333333333334,Normal
< 0 DM,20,critical,furniture/appliances,4272,< 100 DM,> 7 years,1,4,24,none,own,2,skilled,1,no,0,Young,4272.0,High Risk
Missing,12,critical,furniture/appliances,976,Missing,> 7 years,4,4,35,none,own,2,skilled,1,no,0,Adult,244.0,Normal
1 - 200 DM,12,good,car,7472,Missing,unemployed,1,2,24,none,rent,1,unemployed,1,no,0,Young,7472.0,Normal
< 0 DM,36,good,car,9271,< 100 DM,4 - 7 years,2,1,24,none,own,1,skilled,1,yes,1,Young,4635.5,High Risk
1 - 200 DM,6,good,furniture/appliances,590,< 100 DM,< 1 year,3,3,26,none,own,1,unskilled,1,no,0,Adult,196.66666666666666,Normal
Missing,12,critical,furniture/appliances,930,Missing,> 7 years,4,4,65,none,own,4,skilled,1,no,0,Senior,232.5,Normal
